step_idx,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24,direct_joint_command_0,direct_joint_command_1,direct_joint_command_2,direct_joint_command_3,direct_joint_command_4,direct_joint_command_5,direct_joint_command_6,direct_joint_command_7
10,-0.12981311976909637,-0.48222219944000244,-0.124564990401268,0.5979361534118652,-0.08276209980249405,1.2078008651733398,-0.007631554268300533,0.5839999914169312,-0.3097625970840454,0.047589682042598724,-0.23155614733695984,-0.2864677906036377,-0.02158224955201149,-0.32330113649368286,-0.01548285037279129,-0.0,0.3148176968097687,-0.12193397432565689,-0.09047989547252655,0.7746130228042603,-0.6324306130409241,0.002481046598404646,-0.6323575377464294,-0.7744499444961548,0.01874144934117794,-0.17975172400474548,-0.47288066148757935,-0.1563418209552765,0.5442477464675903,-0.08915155380964279,1.1563621759414673,-0.010118774138391018,159.00732421875
11,-0.1420830488204956,-0.4788205921649933,-0.13420222699642181,0.5831063389778137,-0.08584731817245483,1.1953046321868896,-0.00812626350671053,0.6169999837875366,-0.24906739592552185,0.02014341950416565,-0.12607574462890625,-0.24272975325584412,0.0017288986127823591,-0.2733445167541504,-0.010811271145939827,-0.0,0.31457820534706116,-0.12189707905054092,-0.09067372977733612,0.7756301760673523,-0.6311507821083069,0.006821183022111654,-0.6310605406761169,-0.775211751461029,0.028448641300201416,-0.19136513769626617,-0.4756752848625183,-0.16297173500061035,0.5373768210411072,-0.0855359211564064,1.1464409828186035,-0.011483301408588886,123.0
12,-0.156002014875412,-0.4761917293071747,-0.1434866487979889,0.5683379769325256,-0.08782998472452164,1.1809197664260864,-0.008726432919502258,0.6480000019073486,-0.19598083198070526,-0.017785510048270226,-0.09548481553792953,-0.14954698085784912,0.033808864653110504,-0.18704520165920258,-0.01936705783009529,-0.0,0.3138405382633209,-0.12117675691843033,-0.09152892976999283,0.7749061584472656,-0.6320714950561523,0.0024526668712496758,-0.6319087147712708,-0.7746055722236633,0.026030227541923523,-0.2019049972295761,-0.48107659816741943,-0.16657638549804688,0.5286439061164856,-0.07949035614728928,1.1367557048797607,-0.012660518288612366,92.0
13,-0.16860750317573547,-0.47471335530281067,-0.15030135214328766,0.5560181736946106,-0.08834962546825409,1.167965292930603,-0.009420559741556644,0.6800000071525574,-0.2238599956035614,-0.060324035584926605,-0.09147904068231583,-0.1557745635509491,0.07861936092376709,-0.1939164251089096,-0.023046527057886124,-0.0,0.31399044394493103,-0.12145186215639114,-0.0914062038064003,0.7721100449562073,-0.6354548931121826,0.006566394120454788,-0.6354503631591797,-0.7719085216522217,0.018975382670760155,-0.21216747164726257,-0.48638981580734253,-0.16772162914276123,0.522876501083374,-0.07487326860427856,1.1275279521942139,-0.013696604408323765,59.99993896484375
14,-0.1791919618844986,-0.4748648405075073,-0.15558208525180817,0.5472438335418701,-0.08747909218072891,1.1576991081237793,-0.010204806923866272,0.7120000123977661,-0.2264043539762497,-0.0844772681593895,-0.05950554832816124,-0.15563176572322845,0.10887856781482697,-0.21313853561878204,0.004834989085793495,-0.0,0.3135053217411041,-0.1210482120513916,-0.09191299974918365,0.7737550139427185,-0.6334635019302368,0.005214872304350138,-0.6334582567214966,-0.77362060546875,0.01554857101291418,-0.2206382155418396,-0.49421370029449463,-0.16845954954624176,0.5182469487190247,-0.06884906440973282,1.1227284669876099,-0.015104524791240692,27.99993896484375
15,-0.1909480094909668,-0.4771159589290619,-0.16046014428138733,0.538128137588501,-0.08418294787406921,1.146773338317871,-0.010943035595119,0.7440000176429749,-0.18768294155597687,-0.15479297935962677,-0.026375213637948036,-0.11053547263145447,0.13833819329738617,-0.13418123126029968,-0.06288477033376694,-0.0,0.3140607476234436,-0.12134284526109695,-0.09129572659730911,0.7686365246772766,-0.6396426558494568,0.007427150849252939,-0.6396821141242981,-0.7685412168502808,0.01229381188750267,-0.22941547632217407,-0.5008910298347473,-0.16931909322738647,0.5121376514434814,-0.06126653403043747,1.1155458688735962,-0.016377966850996017,0.0
16,-0.20223619043827057,-0.4818463623523712,-0.16392309963703156,0.5304793119430542,-0.07933557033538818,1.1370115280151367,-0.012060923501849174,0.7749999761581421,-0.14482221007347107,-0.13129325211048126,-0.018690183758735657,-0.09207145869731903,0.09836112707853317,-0.09688514471054077,-0.022498907521367073,-0.0,0.3140210807323456,-0.12141745537519455,-0.09128271788358688,0.7704083323478699,-0.6375142335891724,0.0068266973830759525,-0.6375435590744019,-0.7703045606613159,0.013004196807742119,-0.23887193202972412,-0.5110360383987427,-0.16889262199401855,0.5067054033279419,-0.05359493941068649,1.110939383506775,-0.018027475103735924,0.0
17,-0.21124641597270966,-0.487604558467865,-0.16600164771080017,0.524711549282074,-0.07423124462366104,1.1299781799316406,-0.01336097251623869,0.8040000200271606,-0.16260795295238495,-0.15100310742855072,-0.003496733261272311,-0.12095890194177628,0.18590906262397766,-0.13174399733543396,-0.02827533707022667,-0.0,0.31558188796043396,-0.12275532633066177,-0.08949749916791916,0.7717658877372742,-0.6358340978622437,0.009610846638679504,-0.6359066963195801,-0.7716718316078186,0.012049693614244461,-0.24687308073043823,-0.5174923539161682,-0.16875320672988892,0.5038484334945679,-0.04799959063529968,1.105150580406189,-0.01948515698313713,0.0
18,-0.22043496370315552,-0.49444034695625305,-0.16737647354602814,0.5187731385231018,-0.06752967089414597,1.1230695247650146,-0.01474539004266262,0.8330000042915344,-0.20526990294456482,-0.18611575663089752,-0.00037000238080509007,-0.09554081410169601,0.12453892827033997,-0.10904252529144287,-0.034269675612449646,-0.0,0.31471261382102966,-0.12195856124162674,-0.09060534089803696,0.7751044631004333,-0.6317834854125977,0.007914658635854721,-0.6317843794822693,-0.7748284935951233,0.022120432928204536,-0.25397270917892456,-0.5284180045127869,-0.16549760103225708,0.4972824156284332,-0.03974065184593201,1.1052477359771729,-0.021108565852046013,0.0
19,-0.22894662618637085,-0.5017171502113342,-0.16804568469524384,0.5137090682983398,-0.0611061230301857,1.1174187660217285,-0.016055027022957802,0.8399999737739563,-0.1364288479089737,-0.1676802635192871,0.028162650763988495,-0.07342220097780228,0.14446096122264862,-0.10173927247524261,-0.030315862968564034,-0.0,0.3143441379070282,-0.12169414013624191,-0.09093859791755676,0.7770108580589294,-0.629463791847229,0.005428477190434933,-0.6293439865112305,-0.7766212821006775,0.028026476502418518,-0.26010429859161377,-0.5352632999420166,-0.16454653441905975,0.4912412166595459,-0.03210374712944031,1.102642297744751,-0.02242199517786503,0.0
20,-0.23816968500614166,-0.5104148387908936,-0.16824126243591309,0.5086967945098877,-0.05389641597867012,1.1115857362747192,-0.017581338062882423,0.8399999737739563,-0.10888295620679855,-0.16205640137195587,0.02890634536743164,-0.13387534022331238,0.1270725131034851,-0.024246016517281532,-0.029481202363967896,-0.0,0.31408724188804626,-0.1214512288570404,-0.09133413434028625,0.7766426801681519,-0.6298924684524536,0.007850953377783298,-0.6298869848251343,-0.7763515114784241,0.022818673402071,-0.2670348584651947,-0.541988730430603,-0.1613980531692505,0.48595407605171204,-0.02526719495654106,1.0996288061141968,-0.023631582036614418,0.0
21,-0.24598148465156555,-0.5193406939506531,-0.16756631433963776,0.5032339096069336,-0.046537142246961594,1.1078524589538574,-0.019096143543720245,0.8399999737739563,-0.17385253310203552,-0.16752009093761444,0.05647481605410576,-0.12480209767818451,0.17882917821407318,-0.05895553529262543,-0.006032838951796293,-0.0,0.3138565123081207,-0.12122838199138641,-0.09147792309522629,0.7767089605331421,-0.6298596262931824,-6.569807010237128e-05,-0.6296869516372681,-0.7764984965324402,0.023331716656684875,-0.27273207902908325,-0.5481666326522827,-0.15808507800102234,0.47905656695365906,-0.019069794565439224,1.0970783233642578,-0.024395130574703217,0.0
22,-0.2527482509613037,-0.5269914269447327,-0.16622599959373474,0.49774226546287537,-0.03951342776417732,1.1052868366241455,-0.02034441940486431,0.8410000205039978,-0.12923836708068848,-0.13989970088005066,0.09107835590839386,-0.14267803728580475,0.13250063359737396,-0.05849955230951309,-0.055352237075567245,-0.0,0.31382790207862854,-0.12121929973363876,-0.09151671826839447,0.7753509879112244,-0.6315222382545471,0.003235858166590333,-0.6313859820365906,-0.7750537991523743,0.02536393329501152,-0.27829408645629883,-0.5535697340965271,-0.1561453938484192,0.4744487404823303,-0.012904535979032516,1.0943801403045654,-0.025460733100771904,0.0
23,-0.26043158769607544,-0.5351809859275818,-0.16375628113746643,0.4911864101886749,-0.03159808740019798,1.1024508476257324,-0.021818960085511208,0.8399999737739563,-0.11056976765394211,-0.10768311470746994,0.03722267225384712,-0.0933830663561821,0.10494869947433472,-0.05387704074382782,-0.019480325281620026,-0.0,0.3146933615207672,-0.12208423763513565,-0.09050861746072769,0.7754955291748047,-0.6313109397888184,0.007293470203876495,-0.6312699317932129,-0.7751542925834656,0.025179296731948853,-0.2853862941265106,-0.558253824710846,-0.15291333198547363,0.4683668315410614,-0.008042316883802414,1.0880451202392578,-0.026118287816643715,0.0
24,-0.2672041058540344,-0.5424002408981323,-0.16083213686943054,0.48464205861091614,-0.02452068217098713,1.0996437072753906,-0.02312859520316124,0.8399999737739563,-0.11565091460943222,-0.09104108065366745,0.05722698196768761,-0.09041375666856766,0.09503500908613205,-0.08471037447452545,-0.014744398184120655,-0.0,0.31446319818496704,-0.1218375638127327,-0.09075287729501724,0.7748216390609741,-0.6321595907211304,0.005059733986854553,-0.6321141719818115,-0.7746010422706604,0.020612675696611404,-0.29115551710128784,-0.564272940158844,-0.14927932620048523,0.4625494182109833,-0.0020793769508600235,1.0848925113677979,-0.026971448212862015,0.0
25,-0.27290859818458557,-0.5479437112808228,-0.15850432217121124,0.47948595881462097,-0.018785512074828148,1.0967464447021484,-0.024112259969115257,0.8399999737739563,-0.14170315861701965,-0.12170680612325668,0.07994972169399261,-0.12736620008945465,0.1251753866672516,-0.09820110350847244,-0.018077204003930092,-0.0,0.31393977999687195,-0.12134650349617004,-0.09139855206012726,0.774982750415802,-0.6319593191146851,0.005404215771704912,-0.631889283657074,-0.774693489074707,0.02378920465707779,-0.29596859216690063,-0.5691205263137817,-0.14576759934425354,0.4583340883255005,0.0030130017548799515,1.0826561450958252,-0.02764025144279003,0.0
26,-0.2794817090034485,-0.5536539554595947,-0.155587837100029,0.47351109981536865,-0.012808739207684994,1.0925202369689941,-0.025109348818659782,0.8399999737739563,-0.10941928625106812,-0.11019479483366013,0.0787486881017685,-0.09585000574588776,0.10438049584627151,-0.0541214719414711,-0.0160028338432312,-0.0,0.31327494978904724,-0.12077847123146057,-0.09218192845582962,0.7735620141029358,-0.6336950659751892,0.00568782864138484,-0.6336792707443237,-0.7733780741691589,0.018354499712586403,-0.3013361692428589,-0.5749850869178772,-0.14202827215194702,0.45215028524398804,0.008820072747766972,1.079832673072815,-0.028382791206240654,0.0
27,-0.2853683531284332,-0.5589653253555298,-0.15253904461860657,0.46815943717956543,-0.00726148160174489,1.0889537334442139,-0.025947285816073418,0.8399999737739563,-0.0855003371834755,-0.09446840733289719,0.07306680083274841,-0.09835349768400192,0.09805557131767273,-0.03379562497138977,-0.014885964803397655,-0.0,0.3144294321537018,-0.12183338403701782,-0.09080222994089127,0.7738871574401855,-0.6332903504371643,0.006479088217020035,-0.6332698464393616,-0.7736479640007019,0.020929640159010887,-0.3077924847602844,-0.5774505734443665,-0.13969996571540833,0.44885146617889404,0.011818785220384598,1.072819709777832,-0.02890678308904171,0.0
28,-0.291220486164093,-0.5647024512290955,-0.14892460405826569,0.46253931522369385,-0.0014112623175606132,1.085655689239502,-0.026773717254400253,0.8399999737739563,-0.1093253344297409,-0.06848224997520447,0.05077435448765755,-0.07594851404428482,0.06941051781177521,-0.11687313765287399,-0.011871262453496456,-0.0,0.3145798444747925,-0.12196148931980133,-0.09064483642578125,0.7743500471115112,-0.6327143907546997,0.007382966578006744,-0.6327247619628906,-0.7741386890411377,0.019200747832655907,-0.31235310435295105,-0.5819700956344604,-0.13538137078285217,0.4435802102088928,0.016312334686517715,1.0686203241348267,-0.029215630143880844,0.0
29,-0.2969364821910858,-0.569948673248291,-0.14546547830104828,0.45716845989227295,0.00392890814691782,1.0818917751312256,-0.027498522773385048,0.8399999737739563,-0.10464359074831009,-0.07802598178386688,0.07822243869304657,-0.09544935077428818,0.0878763273358345,-0.097764752805233,-0.00885926652699709,-0.0,0.3133644759654999,-0.12082000821828842,-0.09197178483009338,0.7762115001678467,-0.6304723024368286,-0.000544300302863121,-0.6302807927131653,-0.7759964466094971,0.023992685601115227,-0.31694507598876953,-0.5881232023239136,-0.13121303915977478,0.4385647773742676,0.02210690826177597,1.0675482749938965,-0.029866592958569527,0.0
30,-0.30218270421028137,-0.5738698840141296,-0.1424953043460846,0.45283305644989014,0.00796519499272108,1.077506422996521,-0.02805459126830101,0.8399999737739563,-0.10096251964569092,-0.12288040667772293,0.09199421852827072,-0.11148940771818161,0.12237988412380219,-0.06024017557501793,-0.012214826419949532,-0.0,0.314532995223999,-0.12185394763946533,-0.09070566296577454,0.7735327482223511,-0.6337161064147949,0.007141760550439358,-0.6337080001831055,-0.7732853293418884,0.02107073739171028,-0.32294389605522156,-0.5892539024353027,-0.12880387902259827,0.4357700049877167,0.024085793644189835,1.0604699850082397,-0.03013443574309349,0.0
31,-0.3077702224254608,-0.57865971326828,-0.13864117860794067,0.4476558566093445,0.012885438278317451,1.0730866193771362,-0.028627917170524597,0.8399999737739563,-0.06711216270923615,-0.047523513436317444,0.04941689595580101,-0.054387565702199936,0.044531114399433136,-0.053110599517822266,-0.006315557286143303,-0.0,0.31336069107055664,-0.12090016901493073,-0.09206729382276535,0.7732493877410889,-0.6340776085853577,0.00556122837588191,-0.6340634226799011,-0.7730758786201477,0.01781035028398037,-0.3265531659126282,-0.5955796241760254,-0.1239120215177536,0.42951181530952454,0.02928108163177967,1.0591471195220947,-0.03053893893957138,0.0
32,-0.3127920925617218,-0.5833767056465149,-0.13479472696781158,0.44294655323028564,0.017600512132048607,1.0695393085479736,-0.02914947085082531,0.8399999737739563,-0.09849099814891815,-0.047161661088466644,0.06786990165710449,-0.07430480420589447,0.06233690306544304,-0.10493896156549454,-0.007451129145920277,-0.0,0.3145815134048462,-0.12193741649389267,-0.09063845872879028,0.7740000486373901,-0.6331526041030884,0.006457848474383354,-0.6331306099891663,-0.7737582921981812,0.02106570638716221,-0.33214789628982544,-0.5974244475364685,-0.1208544373512268,0.4267987012863159,0.03147134929895401,1.0522935390472412,-0.030721960589289665,0.0
33,-0.31769508123397827,-0.5869585871696472,-0.13151200115680695,0.43891218304634094,0.02129165269434452,1.065370798110962,-0.029588572680950165,0.8410000205039978,-0.09139832109212875,-0.11235611140727997,0.07673080265522003,-0.11112777143716812,0.08291933685541153,-0.04129881039261818,-0.005191666539758444,-0.0,0.31338515877723694,-0.1208588108420372,-0.0920536145567894,0.7741742134094238,-0.6329451203346252,0.0058888946659862995,-0.6329247355461121,-0.7739678621292114,0.019493713974952698,-0.3362085819244385,-0.602354109287262,-0.11650404334068298,0.4228729009628296,0.03598784655332565,1.0515812635421753,-0.031122125685214996,0.0
34,-0.32238906621932983,-0.5909680128097534,-0.12795700132846832,0.4344482719898224,0.025057576596736908,1.0616508722305298,-0.029977818951010704,0.8399999737739563,-0.10335034877061844,-0.06484676152467728,0.09166192263364792,-0.07937905192375183,0.0780356377363205,-0.10502814501523972,-0.007659600116312504,-0.0,0.3145112097263336,-0.12183082103729248,-0.0907229483127594,0.7732954025268555,-0.6340100765228271,0.0067411623895168304,-0.6340045928955078,-0.7730798125267029,0.019641712307929993,-0.3407292366027832,-0.6039928793907166,-0.11387703567743301,0.4193372130393982,0.03794620931148529,1.0449764728546143,-0.031211895868182182,0.0
35,-0.32721152901649475,-0.5945748090744019,-0.12423135340213776,0.43045610189437866,0.028664348646998405,1.0573883056640625,-0.030338304117321968,0.8399999737739563,-0.08143918961286545,-0.07845883071422577,0.07272718101739883,-0.06672631949186325,0.07550934702157974,-0.035458579659461975,-0.003794768126681447,-0.0,0.3145049512386322,-0.12183082848787308,-0.09073738008737564,0.773489236831665,-0.6337656378746033,0.0074496143497526646,-0.6337711215019226,-0.7732597589492798,0.02008783631026745,-0.3454708158969879,-0.6070507764816284,-0.11019915342330933,0.41564223170280457,0.040782131254673004,1.0409750938415527,-0.031435608863830566,0.0
36,-0.33154886960983276,-0.5980991125106812,-0.12070319801568985,0.42687809467315674,0.03197966516017914,1.0540921688079834,-0.030624009668827057,0.8399999737739563,-0.10981671512126923,-0.055898137390613556,0.07547120749950409,-0.09054181724786758,0.059458520263433456,-0.12253087013959885,-0.005046381615102291,-0.0,0.31426525115966797,-0.12171537429094315,-0.09098773449659348,0.7744408249855042,-0.6326118111610413,0.0066071259789168835,-0.632607102394104,-0.7742342352867126,0.019223421812057495,-0.3486466109752655,-0.610575258731842,-0.10615523904561996,0.41259267926216125,0.04371870309114456,1.038665771484375,-0.03152668476104736,0.0
37,-0.3363233804702759,-0.6013319492340088,-0.1170964241027832,0.4230162799358368,0.03511473909020424,1.049599528312683,-0.030880950391292572,0.8399999737739563,-0.0856449082493782,-0.0722292959690094,0.09141518920660019,-0.07934778928756714,0.08217857778072357,-0.07116638123989105,-0.003446802729740739,-0.0,0.31355541944503784,-0.12101685255765915,-0.09184662252664566,0.7736833095550537,-0.633546769618988,0.005708126816898584,-0.6335314512252808,-0.7734993100166321,0.01835065893828869,-0.3524360656738281,-0.614500880241394,-0.10239283740520477,0.4083828330039978,0.04764246568083763,1.036667823791504,-0.03176368772983551,0.0
38,-0.3408620357513428,-0.6043635010719299,-0.1134781464934349,0.4192868173122406,0.038121338933706284,1.0454213619232178,-0.03109954297542572,0.8399999737739563,-0.053098615258932114,-0.05740177631378174,0.06263414770364761,-0.061019256711006165,0.04920710250735283,-0.03797280415892601,-0.004145983140915632,-0.0,0.3145368993282318,-0.12189400941133499,-0.09069827198982239,0.7737792730331421,-0.6334212422370911,0.0065679363906383514,-0.6334078311920166,-0.7735527753829956,0.020262256264686584,-0.3572995662689209,-0.6157770156860352,-0.09957955777645111,0.405659943819046,0.04899115487933159,1.030235767364502,-0.031845442950725555,0.0
39,-0.3453335762023926,-0.6079261898994446,-0.10924627631902695,0.4153137803077698,0.04148842766880989,1.041691780090332,-0.03132772445678711,0.8399999737739563,-0.05558587983250618,-0.03560158982872963,0.046191733330488205,-0.048172030597925186,0.036202918738126755,-0.06866465508937836,-0.0021807029843330383,-0.0,0.31409385800361633,-0.12148592621088028,-0.09121433645486832,0.7744989395141602,-0.6325387954711914,0.006788403261452913,-0.6325274705886841,-0.7742640972137451,0.020594045519828796,-0.3605080842971802,-0.6197156310081482,-0.09505818784236908,0.40167519450187683,0.05234692618250847,1.0278645753860474,-0.031908586621284485,0.0
40,-0.3489307761192322,-0.6110190749168396,-0.10588110983371735,0.4119332730770111,0.04435313865542412,1.038767695426941,-0.031492624431848526,0.8399999737739563,-0.09130629152059555,-0.05102092772722244,0.07700672745704651,-0.0749150738120079,0.05151534080505371,-0.09909562766551971,-0.001966960960999131,-0.0,0.3138890862464905,-0.12129491567611694,-0.09144733101129532,0.7749419212341309,-0.6320070624351501,0.005667493678629398,-0.6319451928138733,-0.774654746055603,0.023564312607049942,-0.36383572220802307,-0.6226014494895935,-0.09158837050199509,0.3991273045539856,0.0547579787671566,1.0254549980163574,-0.03195033594965935,0.0
41,-0.3534349203109741,-0.6141560673713684,-0.10196178406476974,0.40814051032066345,0.04730604961514473,1.034313440322876,-0.03164985775947571,0.8399999737739563,-0.061007704585790634,-0.06380196660757065,0.06620068103075027,-0.056017447263002396,0.05327427759766579,-0.05318599194288254,-0.0012967884540557861,-0.0,0.313565731048584,-0.12101149559020996,-0.09184207767248154,0.7711908221244812,-0.6365730166435242,0.0062843430787324905,-0.6365856528282166,-0.7710558772087097,0.015216139145195484,-0.36759456992149353,-0.6257214546203613,-0.08769481629133224,0.39485132694244385,0.05776491388678551,1.0225754976272583,-0.031924694776535034,0.0
42,-0.3575038015842438,-0.6173447966575623,-0.09795618057250977,0.40456441044807434,0.05021294206380844,1.0306798219680786,-0.031745731830596924,0.8399999737739563,-0.051032666116952896,-0.037164077162742615,0.05386226624250412,-0.06665785610675812,0.0659894198179245,-0.03184543550014496,-5.840981611981988e-05,-0.0,0.3132915496826172,-0.12081490457057953,-0.09213553369045258,0.7736928462982178,-0.6335285902023315,0.006394912488758564,-0.6335262656211853,-0.7735057473182678,0.018255630508065224,-0.3712886869907379,-0.6291934847831726,-0.08386669307947159,0.3923632800579071,0.0603240504860878,1.019749641418457,-0.03205563873052597,0.0
