step_idx,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24,direct_joint_command_0,direct_joint_command_1,direct_joint_command_2,direct_joint_command_3,direct_joint_command_4,direct_joint_command_5,direct_joint_command_6,direct_joint_command_7
791,-1.358656406402588,-1.1117334365844727,0.47505083680152893,0.02204522117972374,0.004828204400837421,0.9465792775154114,-0.18651671707630157,0.8399999737739563,0.09975353628396988,1.241662357642781e-05,0.04657204821705818,-0.012033430859446526,0.06512603163719177,-0.013562812469899654,0.002317898441106081,-0.0,0.2276274710893631,-0.2857564389705658,-0.08982336521148682,0.994123101234436,-0.10629139095544815,0.020528296008706093,-0.10665955394506454,-0.9941369891166687,0.017756935209035873,-1.3416789770126343,-1.1107890605926514,0.4857834577560425,0.0209648497402668,0.01604795828461647,0.9398201704025269,-0.18566854298114777,0.0
792,-1.3538473844528198,-1.1115819215774536,0.47791746258735657,0.02204522117972374,0.008043811656534672,0.9443243145942688,-0.18627512454986572,0.8399999737739563,0.05251314863562584,0.006432923022657633,0.043843455612659454,-0.005124352406710386,0.04080205783247948,-0.029733531177043915,0.00396052747964859,-0.0,0.2274715006351471,-0.28063201904296875,-0.09175151586532593,0.992441713809967,-0.12182478606700897,0.01477154903113842,-0.12210901081562042,-0.9923117756843567,0.02016737498342991,-1.3322348594665527,-1.1118148565292358,0.4904176592826843,0.019618500024080276,0.021111667156219482,0.941806435585022,-0.18508869409561157,0.0
793,-1.349945306777954,-1.1114362478256226,0.4805808365345001,0.021899493411183357,0.010795390233397484,0.9428555369377136,-0.18611213564872742,0.8399999737739563,0.13594099879264832,-0.009349297732114792,0.06924141943454742,-0.01779288239777088,0.06981875002384186,-0.0001457223843317479,0.007916838862001896,-0.0,0.22664445638656616,-0.27700743079185486,-0.09307139366865158,0.9941388964653015,-0.10747022181749344,0.011748552322387695,-0.10771499574184418,-0.9939228892326355,0.022688191384077072,-1.3262841701507568,-1.1135274171829224,0.49251770973205566,0.019615205004811287,0.0261604692786932,0.9442116618156433,-0.18553537130355835,0.0
794,-1.3450710773468018,-1.1113172769546509,0.48342829942703247,0.021374104544520378,0.013757890090346336,0.9417261481285095,-0.18588587641716003,0.8399999737739563,0.1724882572889328,-0.030193760991096497,0.0653647929430008,-0.008743851445615292,0.1165160983800888,0.04414607584476471,-0.0017434507608413696,-0.0,0.2287500500679016,-0.2692643702030182,-0.09272874891757965,0.9947409629821777,-0.10187394171953201,0.010586090385913849,-0.10208571702241898,-0.9945348501205444,0.021883254870772362,-1.3118689060211182,-1.1133782863616943,0.4978730082511902,0.019957279786467552,0.03530766814947128,0.9435590505599976,-0.18498189747333527,0.0
795,-1.3391172885894775,-1.11139976978302,0.4862949252128601,0.020770099014043808,0.017194006592035294,0.9416264295578003,-0.18570180237293243,0.8399999737739563,0.1216956377029419,-0.007797788828611374,0.06416863948106766,0.0007349445950239897,0.11044637858867645,0.02008167840540409,0.004242592956870794,-0.0,0.2287500500679016,-0.2692643702030182,-0.09272874891757965,0.9947409629821777,-0.10187394171953201,0.010586090385913849,-0.10208571702241898,-0.9945348501205444,0.021883254870772362,-1.3094260692596436,-1.1132378578186035,0.49875086545944214,0.019770439714193344,0.03598152473568916,0.9416253566741943,-0.18467915058135986,0.0
796,-1.3319247961044312,-1.111986517906189,0.48953160643577576,0.02030031755566597,0.02204522117972374,0.9423570036888123,-0.1855560690164566,0.8399999737739563,0.2349756360054016,-0.0016238868702203035,0.08754658699035645,-0.001700543682090938,0.10294438898563385,-0.02677919529378414,0.007852689363062382,-0.0,0.2287500500679016,-0.2692643702030182,-0.09272874891757965,0.9947409629821777,-0.10187394171953201,0.010586090385913849,-0.10208571702241898,-0.9945348501205444,0.021883254870772362,-1.3060624599456787,-1.1135739088058472,0.4980984926223755,0.020044293254613876,0.03862021490931511,0.9411655068397522,-0.1849246323108673,0.0
797,-1.3235819339752197,-1.1125234365463257,0.4929524064064026,0.02007213793694973,0.027295270934700966,0.942707896232605,-0.18533939123153687,0.8399999737739563,0.059576258063316345,-0.0038913951721042395,0.01812337525188923,0.0022926493547856808,0.05680609121918678,-0.018339473754167557,-0.00048772923764772713,-0.0,0.2287500500679016,-0.2692643702030182,-0.09272874891757965,0.9947409629821777,-0.10187394171953201,0.010586090385913849,-0.10208571702241898,-0.9945348501205444,0.021883254870772362,-1.3027575016021729,-1.112801432609558,0.5000564455986023,0.019540807232260704,0.03897903114557266,0.9382067322731018,-0.18414153158664703,0.0
798,-1.3167940378189087,-1.1128685474395752,0.49552565813064575,0.019999274984002113,0.03148495405912399,0.9425602555274963,-0.18514764308929443,0.8399999737739563,0.09607844799757004,0.008298590779304504,0.02212969958782196,-0.0052698045037686825,0.028528902679681778,-0.04013638570904732,0.010782609693706036,-0.0,0.2287500500679016,-0.2692643702030182,-0.09272874891757965,0.9947409629821777,-0.10187394171953201,0.010586090385913849,-0.10208571702241898,-0.9945348501205444,0.021883254870772362,-1.299695372581482,-1.1126255989074707,0.49972084164619446,0.019820215180516243,0.04054223746061325,0.9369955062866211,-0.18422797322273254,0.0
799,-1.3119006156921387,-1.1130545139312744,0.49713632464408875,0.019920658320188522,0.0344378687441349,0.9418028593063354,-0.18494631350040436,0.8399999737739563,0.10620059818029404,0.007070047315210104,0.0061082481406629086,0.0022158848587423563,0.04653842747211456,-0.04589689150452614,0.0032621838618069887,-0.0,0.2287500500679016,-0.2692643702030182,-0.09272874891757965,0.9947409629821777,-0.10187394171953201,0.010586090385913849,-0.10208571702241898,-0.9945348501205444,0.021883254870772362,-1.2970266342163086,-1.1125280857086182,0.499652236700058,0.019703704863786697,0.04183947667479515,0.9358426332473755,-0.18412646651268005,0.0
800,-1.3067080974578857,-1.113064169883728,0.498434454202652,0.019847793504595757,0.03699961677193642,0.9400848150253296,-0.18467594683170319,0.8399999737739563,0.0004093026218470186,0.001775344368070364,-0.0004698846605606377,-0.0010339388391003013,0.017076589167118073,-0.01516440324485302,0.0015886311884969473,-0.0,0.2287500500679016,-0.2692643702030182,-0.09272874891757965,0.9947409629821777,-0.10187394171953201,0.010586090385913849,-0.10208571702241898,-0.9945348501205444,0.021883254870772362,-1.295005202293396,-1.1116669178009033,0.4999288320541382,0.01939130388200283,0.04173929616808891,0.9330564737319946,-0.18372145295143127,0.0
801,-1.3032010793685913,-1.1130564212799072,0.4990614652633667,0.019828619435429573,0.03881930187344551,0.9385603666305542,-0.18448995053768158,0.8399999737739563,0.09041083604097366,0.015545010566711426,0.0037813344970345497,-0.005318235605955124,0.007264753803610802,-0.04592004790902138,0.007183699868619442,-0.0,0.2287500500679016,-0.2692643702030182,-0.09272874891757965,0.9947409629821777,-0.10187394171953201,0.010586090385913849,-0.10208571702241898,-0.9945348501205444,0.021883254870772362,-1.2927738428115845,-1.111790657043457,0.49876800179481506,0.019507044926285744,0.04294891282916069,0.9325354695320129,-0.1840297430753708,0.0
802,-1.2956039905548096,-1.1119213104248047,0.49983614683151245,0.019458545371890068,0.04151527211070061,0.9336037039756775,-0.18380732834339142,0.8399999737739563,0.01459952536970377,-0.0018834122456610203,-0.01562240906059742,0.001756126875989139,0.014100397005677223,-0.008648102171719074,-0.004980764351785183,-0.0,0.237374410033226,-0.2136976420879364,-0.09304188191890717,0.9973688721656799,-0.07171201705932617,0.010613507591187954,-0.07191754132509232,-0.9972009062767029,0.020448699593544006,-1.1974995136260986,-1.1162163019180298,0.5342832803726196,0.015350950881838799,0.10146012902259827,0.9528141617774963,-0.18030418455600739,0.0
803,-1.2949501276016235,-1.1117947101593018,0.49985721707344055,0.019402939826250076,0.04179905727505684,0.9332317113876343,-0.1837804913520813,0.8399999737739563,0.05400361120700836,-0.018235232681035995,0.00783063005656004,-0.016560571268200874,0.05570278689265251,0.021768661215901375,0.014328106306493282,-0.0,0.2382190078496933,-0.20325706899166107,-0.09410704672336578,0.997929036617279,-0.06379318237304688,0.008248361758887768,-0.06394444406032562,-0.9977609515190125,0.019600626081228256,-1.1949501037597656,-1.1175898313522339,0.540459394454956,0.013752143830060959,0.11318051815032959,0.9590224027633667,-0.18028512597084045,0.0
804,-1.2932244539260864,-1.1117908954620361,0.49988022446632385,0.01930706575512886,0.04320264980196953,0.9332374930381775,-0.18374213576316833,0.8399999737739563,0.36651119589805603,-0.025377249345183372,0.2124405950307846,-0.025274863466620445,0.34904101490974426,0.12139331549406052,0.015096953138709068,-0.0,0.24098600447177887,-0.18439579010009766,-0.09339728206396103,0.9993543028831482,-0.03394428640604019,0.011779850348830223,-0.03419829159975052,-0.9991711974143982,0.022076396271586418,-1.1932244300842285,-1.1193645000457764,0.5469675064086914,0.012507673352956772,0.13580322265625,0.9683225750923157,-0.18145394325256348,0.0
805,-1.2874048948287964,-1.112199306488037,0.502670168876648,0.018825778737664223,0.04889947175979614,0.9352067112922668,-0.1834142506122589,0.8399999737739563,0.7063862085342407,-0.03387554734945297,0.24907948076725006,-0.03039456345140934,0.43298211693763733,0.16099274158477783,0.006590703967958689,-0.0,0.24154508113861084,-0.17993392050266266,-0.09355431795120239,0.9994713664054871,-0.030570125207304955,0.011065872386097908,-0.03078552708029747,-0.9993289113044739,0.019848749041557312,-1.1874048709869385,-1.1195563077926636,0.546053409576416,0.012639636173844337,0.1438569724559784,0.9707695841789246,-0.1818283498287201,0.0
806,-1.2699079513549805,-1.113194465637207,0.5102077722549438,0.017895802855491638,0.062342897057533264,0.9400061964988708,-0.1829502135515213,0.8399999737739563,0.6633372902870178,-0.032419200986623764,0.29435911774635315,-0.026611998677253723,0.6567131280899048,0.21842098236083984,0.0032502030953764915,-0.0,0.2436804622411728,-0.17256131768226624,-0.09302259236574173,0.9991804957389832,-0.038339536637067795,0.012976319529116154,-0.03854202851653099,-0.9991331100463867,0.01573193445801735,-1.1699079275131226,-1.1179815530776978,0.5513584017753601,0.014585204422473907,0.15679815411567688,0.9690889716148376,-0.18043982982635498,0.0
807,-1.246273159980774,-1.1144580841064453,0.520199716091156,0.016850778833031654,0.08128564059734344,0.9466502070426941,-0.18259932100772858,0.8399999737739563,0.3597686290740967,-0.009748262353241444,0.12004809081554413,-0.00375945633277297,0.5265676379203796,0.18658632040023804,0.01287806872278452,-0.0,0.24400492012500763,-0.1686665266752243,-0.09359507262706757,0.9989000558853149,-0.04533664509654045,0.011970016174018383,-0.0454990416765213,-0.9988709688186646,0.0136621855199337,-1.146273136138916,-1.1176412105560303,0.5584261417388916,0.015976401045918465,0.16689437627792358,0.9673170447349548,-0.17808562517166138,0.0
808,-1.2231061458587646,-1.1156891584396362,0.5295397639274597,0.01587478443980217,0.10382556915283203,0.9545406103134155,-0.18225225806236267,0.8399999737739563,0.40452390909194946,-0.002054596319794655,0.150584876537323,0.009941679425537586,0.26230695843696594,0.00901365652680397,0.02710111252963543,-0.0,0.24763460457324982,-0.16385062038898468,-0.09166482090950012,0.9985597729682922,-0.05111858621239662,0.01628490537405014,-0.05136572942137718,-0.9985651969909668,0.015137335285544395,-1.1231061220169067,-1.1154942512512207,0.5605320334434509,0.01894466206431389,0.18245929479599,0.9637682437896729,-0.1761637032032013,0.0
809,-1.1982632875442505,-1.1166728734970093,0.5392057299613953,0.015261190943419933,0.12759077548980713,0.9612517952919006,-0.18151594698429108,0.8399999737739563,0.47865650057792664,0.011774665676057339,0.12573644518852234,0.02463112212717533,0.260700523853302,-0.0089308712631464,0.0330200120806694,-0.0,0.24732205271720886,-0.16050204634666443,-0.09264756739139557,0.9983258247375488,-0.05544859170913696,0.016461169347167015,-0.05556816980242729,-0.9984310865402222,0.00689759012311697,-1.0982632637023926,-1.115806221961975,0.5613424181938171,0.02106485143303871,0.19617047905921936,0.9638519287109375,-0.1746956706047058,0.0
810,-1.1775987148284912,-1.1170141696929932,0.5462946891784668,0.015245851129293442,0.14327380061149597,0.9639209508895874,-0.1805744618177414,0.8399999737739563,0.5005916357040405,0.007592269219458103,0.04422323778271675,0.03722827881574631,0.31676843762397766,-0.015270763076841831,0.03202276676893234,-0.0,0.2524416744709015,-0.15966135263442993,-0.08869051188230515,0.9975884556770325,-0.06423724442720413,0.026282833889126778,-0.06454485654830933,-0.9978538751602173,0.011026924476027489,-1.0775986909866333,-1.110010027885437,0.5617634057998657,0.026345428079366684,0.20437180995941162,0.9506696462631226,-0.17270305752754211,0.0
811,-1.153547763824463,-1.1170198917388916,0.5519953370094299,0.016032015904784203,0.15963946282863617,0.9649180173873901,-0.17925907671451569,0.8399999737739563,0.4949268698692322,0.03802189603447914,0.029776906594634056,0.0653904378414154,0.24381934106349945,-0.04610387980937958,0.03814365714788437,-0.0,0.252448171377182,-0.15917858481407166,-0.08870898932218552,0.9975019693374634,-0.06514576077461243,0.027310365810990334,-0.06540475785732269,-0.9978209137916565,0.008699050173163414,-1.057754397392273,-1.1089426279067993,0.5596244931221008,0.028276441618800163,0.21061190962791443,0.9467455148696899,-0.1713927537202835,0.0
812,-1.1287970542907715,-1.1164599657058716,0.5557689070701599,0.01788046397268772,0.1743752658367157,0.9643734693527222,-0.17770975828170776,0.8399999737739563,0.4339824318885803,0.04513637349009514,0.003454976249486208,0.0597626157104969,0.1924944519996643,-0.1911429762840271,0.03380150720477104,-0.0,0.25220027565956116,-0.1587924361228943,-0.08889471739530563,0.9976701736450195,-0.06286691874265671,0.026495322585105896,-0.0631154477596283,-0.9979687333106995,0.008649630472064018,-1.0441609621047974,-1.1074315309524536,0.5566936135292053,0.030069516971707344,0.2159188985824585,0.9439278244972229,-0.17006881535053253,0.0
813,-1.104627251625061,-1.1147592067718506,0.5580123662948608,0.020511239767074585,0.18704019486904144,0.9602815508842468,-0.17598211765289307,0.8399999737739563,0.39479079842567444,0.0436384454369545,-0.029645327478647232,0.05575762689113617,0.15491840243339539,-0.09285673499107361,0.05447437986731529,-0.0,0.2537679672241211,-0.15963676571846008,-0.08751711249351501,0.9975032210350037,-0.0642559602856636,0.029300248250365257,-0.06448882073163986,-0.9978933334350586,0.007071925327181816,-1.0327953100204468,-1.1019572019577026,0.55086350440979,0.03405319154262543,0.21840935945510864,0.9335135817527771,-0.1688007116317749,0.0
814,-1.084303855895996,-1.1129356622695923,0.5587812662124634,0.02311708964407444,0.1963878870010376,0.9555952548980713,-0.1743062436580658,0.8399999737739563,0.27824410796165466,0.07315652817487717,-0.06651515513658524,0.07295044511556625,0.12408512085676193,-0.12369006872177124,0.024560978636145592,-0.0,0.2527026832103729,-0.15883564949035645,-0.08874784409999847,0.9968641400337219,-0.07481183856725693,0.02578933909535408,-0.07497788220643997,-0.9971698522567749,0.005531625356525183,-1.0196723937988281,-1.099893569946289,0.5475953817367554,0.03430354595184326,0.22094163298606873,0.9319724440574646,-0.1674799919128418,0.0
815,-1.0645347833633423,-1.1104429960250854,0.5582539439201355,0.026077672839164734,0.2049379199743271,0.9499022364616394,-0.17246738076210022,0.8399999737739563,0.2601831555366516,0.06565933674573898,-0.0785149335861206,0.04446793720126152,0.06265833228826523,-0.1848871111869812,0.04259788617491722,-0.0,0.25360244512557983,-0.15866070985794067,-0.08839277178049088,0.9957864284515381,-0.08810103684663773,0.025447018444538116,-0.08834024518728256,-0.9960546493530273,0.008431906811892986,-1.0071625709533691,-1.0952677726745605,0.541976809501648,0.036653004586696625,0.22292590141296387,0.9263719320297241,-0.1662195473909378,0.0
816,-1.049683928489685,-1.1075245141983032,0.5560219883918762,0.028836920857429504,0.21062131226062775,0.9435151219367981,-0.17092189192771912,0.8399999737739563,0.2828092873096466,0.08420723676681519,-0.10461065918207169,0.042563971132040024,0.05300810933113098,-0.029600635170936584,0.022453652694821358,-0.0,0.25464433431625366,-0.15917430818080902,-0.08751901984214783,0.9951604008674622,-0.09429214149713516,0.02765413373708725,-0.0945550799369812,-0.9954845309257507,0.008356712758541107,-0.9988272786140442,-1.0897884368896484,0.5348075032234192,0.0397244468331337,0.22365553677082062,0.9188398122787476,-0.16552740335464478,0.0
817,-1.0345607995986938,-1.1041593551635742,0.5523673295974731,0.031367991119623184,0.21528078615665436,0.9377339482307434,-0.1693514734506607,0.8399999737739563,0.22434645891189575,0.11709101498126984,-0.14259332418441772,0.06350360065698624,0.0344545878469944,-0.17237651348114014,0.020398570224642754,-0.0,0.25559505820274353,-0.15947352349758148,-0.08710130304098129,0.9933182001113892,-0.11179719120264053,0.028640778735280037,-0.11211862415075302,-0.9936457872390747,0.009869436733424664,-0.9871973395347595,-1.0860658884048462,0.5292165279388428,0.04077213630080223,0.2241932451725006,0.9148015975952148,-0.16409918665885925,0.0
818,-1.0219208002090454,-1.1003915071487427,0.547865092754364,0.033511728048324585,0.21837367117404938,0.9325107336044312,-0.1681530624628067,0.8399999737739563,0.19457870721817017,0.10017053782939911,-0.13053402304649353,0.03850864991545677,0.01819353550672531,-0.128157839179039,0.023940211161971092,-0.0,0.2564535439014435,-0.16002203524112701,-0.08632761240005493,0.9933043718338013,-0.11159762740135193,0.02987278811633587,-0.11196427047252655,-0.9936525225639343,0.010890599340200424,-0.980073094367981,-1.0811281204223633,0.5213687419891357,0.04353436827659607,0.22341687977313995,0.9086034893989563,-0.16350561380386353,0.0
819,-1.0094859600067139,-1.0955134630203247,0.5416601300239563,0.03608497977256775,0.22071874141693115,0.926020085811615,-0.1669297069311142,0.8399999737739563,0.17765122652053833,0.09772979468107224,-0.13396386802196503,0.0502544641494751,-0.00010907800606219098,-0.1031966432929039,0.018600353971123695,-0.0,0.25677862763404846,-0.16009466350078583,-0.08618312329053879,0.992469310760498,-0.11848536133766174,0.031079022213816643,-0.11885926872491837,-0.992855966091156,0.010466257110238075,-0.9711913466453552,-1.0765790939331055,0.5133749842643738,0.04538397490978241,0.22318318486213684,0.9044145941734314,-0.16271692514419556,0.0
820,-0.998305082321167,-1.090873122215271,0.5352787375450134,0.03832842782139778,0.22212424874305725,0.9201967120170593,-0.16579456627368927,0.8399999737739563,0.17384810745716095,0.09818135201931,-0.15740470588207245,0.04313718527555466,-0.0028805159963667393,-0.10496749728918076,0.017541460692882538,-0.0,0.25654956698417664,-0.15992403030395508,-0.08645704388618469,0.9924773573875427,-0.11854111403226852,0.03060503676533699,-0.11889906227588654,-0.9928544759750366,0.01014704629778862,-0.9632203578948975,-1.0731092691421509,0.5058246850967407,0.0470803938806057,0.22254115343093872,0.9017220139503479,-0.16226156055927277,0.0
821,-0.9893082976341248,-1.0865224599838257,0.5287420749664307,0.04044915735721588,0.222757026553154,0.9149792790412903,-0.16489718854427338,0.8399999737739563,0.18967469036579132,0.0883408859372139,-0.17577233910560608,0.042182475328445435,-0.009362190030515194,-0.0726153552532196,0.014153563417494297,-0.0,0.25651678442955017,-0.15969407558441162,-0.08648179471492767,0.9924287796020508,-0.11864611506462097,0.03175262734293938,-0.11899930238723755,-0.9928491711616516,0.009467996656894684,-0.9563915133476257,-1.0696656703948975,0.4986329674720764,0.048804573714733124,0.22208121418952942,0.8992285132408142,-0.16189512610435486,0.0
822,-0.9796193242073059,-1.0817153453826904,0.5206465125083923,0.042727116495370865,0.2229641079902649,0.9099017977714539,-0.16399981081485748,0.8399999737739563,0.131267249584198,0.07060755789279938,-0.13270148634910583,0.03629416972398758,-0.009211613796651363,-0.053363822400569916,0.009746665135025978,-0.0,0.25413942337036133,-0.15779754519462585,-0.08861931413412094,0.9942302703857422,-0.10406047850847244,0.02602989971637726,-0.1042933538556099,-0.9945163726806641,0.007751151919364929,-0.9483803510665894,-1.0690057277679443,0.4912980794906616,0.049512509256601334,0.2224416434764862,0.9023427367210388,-0.16179174184799194,0.0
823,-0.9706282615661621,-1.0773261785507202,0.512466549873352,0.04484401270747185,0.2229641079902649,0.9057523608207703,-0.16322514414787292,0.8399999737739563,0.12304303050041199,0.054324857890605927,-0.1207980141043663,0.022954348474740982,0.00031792017398402095,-0.03681695833802223,0.004803851246833801,-0.0,0.25595489144325256,-0.15865826606750488,-0.0869130790233612,0.9941762685775757,-0.10352440923452377,0.029937587678432465,-0.10376216471195221,-0.9945809245109558,0.006496186833828688,-0.942060112953186,-1.0634095668792725,0.4818677008152008,0.052825894206762314,0.2209147959947586,0.896030843257904,-0.1612893044948578,0.0
824,-0.9634051322937012,-1.0739878416061401,0.5056365132331848,0.046443186700344086,0.22296027839183807,0.9030985832214355,-0.16269783675670624,0.8399999737739563,0.13373249769210815,0.04995780438184738,-0.1645439863204956,0.045362863689661026,-0.01718474179506302,0.013379920274019241,0.007704272400587797,-0.0,0.2558996379375458,-0.15731047093868256,-0.08689045161008835,0.9953901171684265,-0.09106223285198212,0.030101807788014412,-0.09130814671516418,-0.9957988262176514,0.006895459722727537,-0.9349097013473511,-1.061659336090088,0.47587937116622925,0.05407816916704178,0.22167326509952545,0.8955901265144348,-0.16098752617835999,0.0
825,-0.9558694362640381,-1.0710080862045288,0.49797043204307556,0.04813823476433754,0.2226208746433258,0.9016662240028381,-0.16224339604377747,0.8399999737739563,0.14604909718036652,0.08314523845911026,-0.16181834042072296,0.040734294801950455,-0.003622285556048155,-0.10811935365200043,0.007605328224599361,-0.0,0.25539764761924744,-0.1559392362833023,-0.08760751038789749,0.9953819513320923,-0.09168238192796707,0.028444522991776466,-0.09198269993066788,-0.9957159161567688,0.009432689286768436,-0.9263054132461548,-1.0609477758407593,0.46978020668029785,0.05513250455260277,0.2222156822681427,0.8982247114181519,-0.16098693013191223,0.0
826,-0.9492043256759644,-1.0680532455444336,0.49059197306632996,0.049900393933057785,0.2221798598766327,0.8995646834373474,-0.16187907755374908,0.8399999737739563,0.1585877388715744,0.02885204181075096,-0.12416013330221176,0.026437947526574135,0.00706919189542532,0.02547932229936123,0.0032017056364566088,-0.0,0.25553208589553833,-0.15310704708099365,-0.08831467479467392,0.9952993988990784,-0.09368599951267242,0.02453692816197872,-0.09393399208784103,-0.9955363273620605,0.009154601022601128,-0.9177951216697693,-1.0582525730133057,0.4638824760913849,0.056977059692144394,0.22411738336086273,0.8987554907798767,-0.1606060415506363,0.0
827,-0.941338837146759,-1.0651559829711914,0.48282429575920105,0.05172199755907059,0.2219727784395218,0.8979501724243164,-0.161539688706398,0.8399999737739563,0.15895599126815796,0.04446285218000412,-0.11955215781927109,0.0336296483874321,0.026863137260079384,0.01738095097243786,0.00573123199865222,-0.0,0.25553733110427856,-0.1507626473903656,-0.08904269337654114,0.9949051141738892,-0.09877360612154007,0.02018723450601101,-0.09897581487894058,-0.9950466156005859,0.009273599833250046,-0.9078580141067505,-1.0567355155944824,0.4580725431442261,0.05819287896156311,0.22559458017349243,0.9006175398826599,-0.16031529009342194,0.0
828,-0.9339354634284973,-1.063077449798584,0.4765656590461731,0.053252141922712326,0.22196510434150696,0.897674024105072,-0.1612846553325653,0.8399999737739563,0.18450134992599487,0.03585391864180565,-0.11817776411771774,0.02800600975751877,0.045707374811172485,0.030180735513567924,0.009630370885133743,-0.0,0.2565631568431854,-0.1456942856311798,-0.08914873749017715,0.9958041310310364,-0.08916390687227249,0.02058941312134266,-0.08943915367126465,-0.9959092736244202,0.01285677682608366,-0.8943274021148682,-1.055226445198059,0.4548946022987366,0.06014302000403404,0.23064398765563965,0.9024762511253357,-0.15988001227378845,0.0
829,-0.926156222820282,-1.0611791610717773,0.4707556962966919,0.05474968999624252,0.22258828580379486,0.8978696465492249,-0.16099512577056885,0.8399999737739563,0.21252335608005524,0.03011404536664486,-0.08803142607212067,0.03206247463822365,0.052451133728027344,0.05007883533835411,0.005708805285394192,-0.0,0.25674569606781006,-0.14292293787002563,-0.08937858045101166,0.9964260458946228,-0.08173969388008118,0.021301141008734703,-0.08192869275808334,-0.9966048002243042,0.008154974319040775,-0.8844873309135437,-1.054254174232483,0.44989585876464844,0.0616866797208786,0.23365949094295502,0.9044454097747803,-0.1597161591053009,0.0
830,-0.9165228605270386,-1.0592252016067505,0.4649917483329773,0.05625491216778755,0.22420662641525269,0.8990201354026794,-0.1606806516647339,0.8410000205039978,0.2497064173221588,0.02805989421904087,-0.08101058751344681,0.04697597771883011,0.08451180160045624,0.04392854496836662,0.0051477085798978806,-0.0,0.2566595673561096,-0.13969017565250397,-0.08998524397611618,0.9960082173347473,-0.08675865083932877,0.02098952792584896,-0.08693142980337143,-0.9961863160133362,0.007462481036782265,-0.8725605010986328,-1.053467035293579,0.44520139694213867,0.0627516508102417,0.2373163104057312,0.9078390598297119,-0.1593227982521057,0.0
831,-0.9066190719604492,-1.0577008724212646,0.460502952337265,0.057735200971364975,0.22666291892528534,0.9006039500236511,-0.16041028499603271,0.8399999737739563,0.21519769728183746,0.020089803263545036,-0.0938720852136612,0.020451800897717476,0.06188728287816048,0.0484456792473793,0.006377966143190861,-0.0,0.2568405270576477,-0.13295800983905792,-0.09145435690879822,0.995435893535614,-0.09423646330833435,0.015060274861752987,-0.09439945220947266,-0.9954789876937866,0.010503638535737991,-0.8560858964920044,-1.052629828453064,0.4445701837539673,0.06354494392871857,0.2437274158000946,0.9129263162612915,-0.1584288328886032,0.0
832,-0.8950221538543701,-1.0563087463378906,0.45557695627212524,0.059570226818323135,0.23000316321849823,0.902651846408844,-0.16011115908622742,0.8399999737739563,0.22831283509731293,0.016004366800189018,-0.06277866661548615,0.015689808875322342,0.08739110082387924,0.07044579088687897,0.010960937477648258,-0.0,0.2581949830055237,-0.13060103356838226,-0.09085497260093689,0.9952518939971924,-0.09601279348134995,0.015974320471286774,-0.09620547294616699,-0.9952919483184814,0.011763948015868664,-0.8448480367660522,-1.049780011177063,0.4385785460472107,0.06640772521495819,0.24688300490379333,0.9122055172920227,-0.15805023908615112,0.0
833,-0.884477972984314,-1.0552752017974854,0.45153874158859253,0.060830008238554,0.23314015567302704,0.904810905456543,-0.15980245172977448,0.8399999737739563,0.2941747009754181,0.03151629865169525,-0.04260312765836716,0.031223000958561897,0.09083230793476105,0.05666664242744446,0.010822132229804993,-0.0,0.26103082299232483,-0.12581485509872437,-0.08958468586206436,0.9948121905326843,-0.09998544305562973,0.018752064555883408,-0.10021975636482239,-0.994892954826355,0.011999990791082382,-0.8286856412887573,-1.0467065572738647,0.43538331985473633,0.0688285380601883,0.2538555860519409,0.9111523628234863,-0.1571662575006485,0.0
834,-0.8716769218444824,-1.0540672540664673,0.4480240046977997,0.06202651187777519,0.23711316287517548,0.9075337052345276,-0.159372940659523,0.8399999737739563,0.2629449963569641,0.07104505598545074,-0.08136090636253357,0.043193548917770386,0.12144606560468674,0.0023008259013295174,0.013250350952148438,-0.0,0.26076000928878784,-0.1221904382109642,-0.09070390462875366,0.994172215461731,-0.10636702179908752,0.017538566142320633,-0.10650624334812164,-0.9942859411239624,0.00720249442383647,-0.8150777220726013,-1.0468047857284546,0.4324447512626648,0.06949540972709656,0.2577192783355713,0.9149285554885864,-0.15652912855148315,0.0
835,-0.8579995632171631,-1.0521535873413086,0.44424083828926086,0.0636889636516571,0.24185508489608765,0.9094224572181702,-0.15885521471500397,0.8399999737739563,0.3041015565395355,0.021254144608974457,-0.03969638794660568,0.029385026544332504,0.08788525313138962,0.028825871646404266,0.02359103411436081,-0.0,0.26338431239128113,-0.11808707565069199,-0.08951903879642487,0.9940426349639893,-0.10702043026685715,0.02063671126961708,-0.10730742663145065,-0.994136393070221,0.013337935321033001,-0.7999114990234375,-1.042323350906372,0.42748790979385376,0.07287418097257614,0.2636105418205261,0.9121266007423401,-0.15558965504169464,0.0
