elapsed_s,joint1_pos_rad,joint2_pos_rad,joint3_pos_rad,joint4_pos_rad,joint5_pos_rad,joint6_pos_rad,joint7_pos_rad,joint1_vel_rad_s,joint2_vel_rad_s,joint3_vel_rad_s,joint4_vel_rad_s,joint5_vel_rad_s,joint6_vel_rad_s,joint7_vel_rad_s,joint1_effort,joint2_effort,joint3_effort,joint4_effort,joint5_effort,joint6_effort,joint7_effort
0.000000645,-0.070081830,-0.811424077,-0.090986155,0.223872989,0.242926955,1.030137181,-0.016235270,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,1.088324904,1.263848305,21.888599396,-0.134621143,-0.978212655,-0.000081901
0.005078216,-0.070081830,-0.811424077,-0.090986155,0.223872989,0.242926955,1.030137181,-0.016235270,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,1.088324904,1.263848305,21.888599396,-0.134621143,-0.978212655,-0.000081901
0.010158156,-0.070081830,-0.811424077,-0.090986155,0.223872989,0.242926955,1.030137181,-0.016235270,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,1.088324904,1.263848305,21.888599396,-0.134621143,-0.978212655,-0.000081901
0.015235841,-0.070081830,-0.811424077,-0.090986155,0.223872989,0.242926955,1.030137181,-0.016235270,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,1.088324904,1.263848305,21.888599396,-0.134621143,-0.978212655,-0.000081901
0.020314381,-0.070081830,-0.811424077,-0.090986155,0.223872989,0.242926955,1.030137181,-0.016235270,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,1.088324904,1.263848305,21.888599396,-0.134621143,-0.978212655,-0.000081901
0.025392182,-0.070081830,-0.811424077,-0.090986155,0.223872989,0.242926955,1.030137181,-0.016235270,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,1.088324904,1.263848305,21.888599396,-0.134621143,-0.978212655,-0.000081901
0.030469244,-0.070081830,-0.811424077,-0.090986155,0.223872989,0.242926955,1.030137181,-0.016235270,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,1.088324904,1.263848305,21.874275208,-0.134621143,-0.978212655,-0.000081901
0.035529338,-0.070081830,-0.811424077,-0.090986155,0.223872989,0.242926955,1.030137181,-0.016235270,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,1.088324904,1.263848305,21.874275208,-0.134621143,-0.978212655,-0.000081901
0.040587729,-0.070081830,-0.811424077,-0.090986155,0.223872989,0.242926955,1.030137181,-0.016235270,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,1.088324904,1.263848305,21.874275208,-0.134621143,-0.978212655,-0.000081901
0.045657473,-0.070081830,-0.811424077,-0.090986155,0.223872989,0.242926955,1.030137181,-0.016235270,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,1.088324904,1.263848305,21.874275208,-0.134621143,-0.978212655,-0.000081901
0.050716377,-0.070081830,-0.811424077,-0.090986155,0.223872989,0.242926955,1.030137181,-0.016235270,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,1.088324904,1.263848305,21.888599396,-0.134621143,-0.978212655,-0.000081901
0.055774806,-0.070081830,-0.811424077,-0.090986155,0.223872989,0.242926955,1.030137181,-0.016235270,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,1.088324904,1.263848305,21.888599396,-0.134621143,-0.978212655,-0.000081901
0.060834811,-0.070081830,-0.811424077,-0.090986155,0.223872989,0.242926955,1.030137181,-0.016235270,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,1.088324904,1.263848305,21.888599396,-0.134621143,-0.978212655,-0.000081901
0.065892273,-0.070081830,-0.811424077,-0.090986155,0.223872989,0.242926955,1.030137181,-0.016235270,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,1.088324904,1.263848305,21.888599396,-0.134621143,-0.978212655,-0.000081901
0.070950740,-0.070081830,-0.811424077,-0.090986155,0.223872989,0.242926955,1.030137181,-0.016235270,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,1.088324904,1.263848305,21.888599396,-0.134621143,-0.978212655,-0.000081901
0.076008339,-0.070081830,-0.811424077,-0.090986155,0.223872989,0.242926955,1.030137181,-0.016235270,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,1.088324904,1.263848305,21.874275208,-0.134621143,-0.978212655,-0.000081901
0.081065941,-0.070081830,-0.811424077,-0.090986155,0.223872989,0.242926955,1.030137181,-0.016235270,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,1.088324904,1.263848305,21.874275208,-0.134621143,-0.978212655,-0.000081901
0.086123756,-0.070081830,-0.811424077,-0.090986155,0.223872989,0.242926955,1.030137181,-0.016235270,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,1.088324904,1.263848305,21.859949112,-0.134621143,-0.978212655,-0.000081901
0.091182590,-0.070081830,-0.811424077,-0.090986155,0.223872989,0.242926955,1.030137181,-0.016235270,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,1.088324904,1.263848305,21.859949112,-0.134621143,-0.978212655,-0.000081901
0.096240569,-0.070081830,-0.811424077,-0.090986155,0.223872989,0.242926955,1.030137181,-0.016235270,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,1.088324904,1.263848305,21.874275208,-0.134621143,-0.978212655,-0.000081901
0.101298429,-0.070081830,-0.811424077,-0.090986155,0.223872989,0.242926955,1.030137181,-0.016235270,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,1.088324904,1.263848305,21.874275208,-0.134621143,-0.978212655,-0.000081901
0.106367936,-0.070081830,-0.811424077,-0.090986155,0.223872989,0.242926955,1.030137181,-0.016235270,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,1.088324904,1.263848305,21.874275208,-0.134621143,-0.978212655,-0.000081901
0.111449607,-0.070081830,-0.811424077,-0.090986155,0.223872989,0.242926955,1.030137181,-0.016235270,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,1.088324904,1.263848305,21.874275208,-0.134621143,-0.978212655,-0.000081901
0.116512397,-0.070081830,-0.811424077,-0.090986155,0.223872989,0.242926955,1.030137181,-0.016235270,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,1.088324904,1.263848305,21.874275208,-0.134621143,-0.978212655,-0.000081901
0.121603261,-0.070081830,-0.811424077,-0.090986155,0.223872989,0.242926955,1.030137181,-0.016235270,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,1.088324904,1.263848305,21.859949112,-0.134621143,-0.978212655,-0.000081901
0.126668252,-0.070081830,-0.811424077,-0.090986155,0.223872989,0.242926955,1.030137181,-0.016235270,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,1.088324904,1.263848305,21.859949112,-0.134621143,-0.978212655,-0.000081901
0.131727201,-0.070081830,-0.811424077,-0.090986155,0.223872989,0.242926955,1.030137181,-0.016235270,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,1.088324904,1.263848305,21.859949112,-0.134621143,-0.978212655,-0.000081901
0.136787531,-0.070081830,-0.811424077,-0.090986155,0.223872989,0.242926955,1.030137181,-0.016235270,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,1.088324904,1.263848305,21.859949112,-0.134621143,-0.978212655,-0.000081901
0.141846616,-0.070081830,-0.811424077,-0.090986155,0.223872989,0.242926955,1.030137181,-0.016235270,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,1.088324904,1.263848305,21.859949112,-0.134621143,-0.978212655,-0.000081901
0.146905062,-0.070081830,-0.811424077,-0.090986155,0.223872989,0.242926955,1.030137181,-0.016235270,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,1.088324904,1.263848305,21.859949112,-0.134621143,-0.978212655,-0.000081901
0.151963157,-0.070081830,-0.811424077,-0.090986155,0.223872989,0.242926955,1.030137181,-0.016235270,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,1.088324904,1.263848305,21.859949112,-0.134621143,-0.978212655,-0.000081901
0.157021563,-0.070081830,-0.811424077,-0.090986155,0.223872989,0.242926955,1.030137181,-0.016235270,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,1.088324904,1.263848305,21.859949112,-0.134621143,-0.978212655,-0.000081901
0.162080939,-0.070081830,-0.811424077,-0.090986155,0.223872989,0.242926955,1.030137181,-0.016235270,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,1.088324904,1.263848305,21.859949112,-0.134621143,-0.978212655,-0.000081901
