elapsed_s,joint1_pos_rad,joint2_pos_rad,joint3_pos_rad,joint4_pos_rad,joint5_pos_rad,joint6_pos_rad,joint7_pos_rad,joint1_vel_rad_s,joint2_vel_rad_s,joint3_vel_rad_s,joint4_vel_rad_s,joint5_vel_rad_s,joint6_vel_rad_s,joint7_vel_rad_s,joint1_effort,joint2_effort,joint3_effort,joint4_effort,joint5_effort,joint6_effort,joint7_effort
0.000001112,-0.070081830,-0.811425984,-0.090984233,0.223876819,0.242932707,1.030144811,-0.016233351,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.108869314,1.276899934,0.000000000,-0.135679469,-0.984791696,-0.000007726
0.005084925,-0.070081830,-0.811425984,-0.090984233,0.223876819,0.242932707,1.030144811,-0.016233351,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.108869314,1.276899934,0.000000000,-0.135679469,-0.984791696,-0.000007726
0.010170709,-0.070081830,-0.811425984,-0.090984233,0.223876819,0.242932707,1.030144811,-0.016233351,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.108869314,1.276899934,0.000000000,-0.135679469,-0.984791696,-0.000007726
0.015237977,-0.070081830,-0.811425984,-0.090984233,0.223876819,0.242932707,1.030144811,-0.016233351,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.108869314,1.276899934,0.000000000,-0.135679469,-0.984791696,-0.000007726
0.020376179,-0.070081830,-0.811425984,-0.090984233,0.223876819,0.242932707,1.030144811,-0.016233351,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.108869314,1.276899934,0.000000000,-0.135679469,-0.984791696,-0.000007726
0.025451889,-0.070081830,-0.811425984,-0.090984233,0.223876819,0.242932707,1.030144811,-0.016233351,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.108869314,1.276899934,0.000000000,-0.135679469,-0.984791696,-0.000007726
0.030528239,-0.070081830,-0.811425984,-0.090984233,0.223876819,0.242932707,1.030144811,-0.016233351,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.108869314,1.276899934,0.000000000,-0.135679469,-0.984791696,-0.000007726
0.035603699,-0.070081830,-0.811425984,-0.090984233,0.223876819,0.242932707,1.030144811,-0.016233351,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.108869314,1.276899934,0.000000000,-0.135679469,-0.984791696,-0.000007726
0.040672304,-0.070081830,-0.811425984,-0.090984233,0.223876819,0.242932707,1.030144811,-0.016233351,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.108869314,1.276899934,0.000000000,-0.135679469,-0.984791696,-0.000007726
0.045732469,-0.070081830,-0.811425984,-0.090984233,0.223876819,0.242932707,1.030144811,-0.016233351,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.108869314,1.276899934,0.000000000,-0.135679469,-0.984791696,-0.000007726
0.050790226,-0.070081830,-0.811425984,-0.090984233,0.223876819,0.242932707,1.030144811,-0.016233351,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.108869314,1.276899934,0.000000000,-0.135679469,-0.984791696,-0.000007726
0.055848199,-0.070081830,-0.811425984,-0.090984233,0.223876819,0.242932707,1.030144811,-0.016233351,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.108869314,1.276899934,0.000000000,-0.135679469,-0.984791696,-0.000007726
0.060906637,-0.070081830,-0.811425984,-0.090984233,0.223876819,0.242932707,1.030144811,-0.016233351,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.108869314,1.276899934,0.000000000,-0.135679469,-0.984791696,-0.000007726
0.065971905,-0.070081830,-0.811425984,-0.090984233,0.223876819,0.242932707,1.030144811,-0.016233351,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.108869314,1.276899934,0.000000000,-0.135679469,-0.984791696,-0.000007726
0.071032544,-0.070081830,-0.811425984,-0.090984233,0.223876819,0.242932707,1.030144811,-0.016233351,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.108869314,1.276899934,0.000000000,-0.135679469,-0.984791696,-0.000007726
0.076068775,-0.070081830,-0.811425984,-0.090984233,0.223876819,0.242932707,1.030144811,-0.016233351,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.108869314,1.276899934,0.000000000,-0.135679469,-0.984791696,-0.000007726
0.081133069,-0.070081830,-0.811425984,-0.090984233,0.223876819,0.242932707,1.030144811,-0.016233351,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.108869314,1.276899934,0.000000000,-0.135679469,-0.984791696,-0.000007726
0.086197976,-0.070081830,-0.811425984,-0.090984233,0.223876819,0.242932707,1.030144811,-0.016233351,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.108869314,1.276899934,0.000000000,-0.135679469,-0.984791696,-0.000007726
0.091262442,-0.070081830,-0.811425984,-0.090984233,0.223876819,0.242932707,1.030144811,-0.016233351,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.108869314,1.276899934,0.000000000,-0.135679469,-0.984791696,-0.000007726
0.096336641,-0.070081830,-0.811425984,-0.090984233,0.223876819,0.242932707,1.030144811,-0.016233351,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.108869314,1.276899934,0.000000000,-0.135679469,-0.984791696,-0.000007726
0.101414828,-0.070081830,-0.811425984,-0.090984233,0.223876819,0.242932707,1.030144811,-0.016233351,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.108869314,1.276899934,0.000000000,-0.135679469,-0.984791696,-0.000007726
0.106566946,-0.070081830,-0.811425984,-0.090984233,0.223876819,0.242932707,1.030144811,-0.016233351,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.108869314,1.276899934,0.000000000,-0.135679469,-0.984791696,-0.000007726
0.111643734,-0.070081830,-0.811425984,-0.090984233,0.223876819,0.242932707,1.030144811,-0.016233351,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.108869314,1.276899934,0.000000000,-0.135679469,-0.984791696,-0.000007726
0.116705436,-0.070081830,-0.811425984,-0.090984233,0.223876819,0.242932707,1.030144811,-0.016233351,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.108869314,1.276899934,0.000000000,-0.135679469,-0.984791696,-0.000007726
0.121767812,-0.070081830,-0.811425984,-0.090984233,0.223876819,0.242932707,1.030144811,-0.016233351,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.108869314,1.276899934,0.000000000,-0.135679469,-0.984791696,-0.000007726
0.126829919,-0.070081830,-0.811425984,-0.090984233,0.223876819,0.242932707,1.030144811,-0.016233351,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.108869314,1.276899934,0.000000000,-0.135679469,-0.984791696,-0.000007726
0.131894771,-0.070081830,-0.811425984,-0.090984233,0.223876819,0.242932707,1.030144811,-0.016233351,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.108869314,1.276899934,0.000000000,-0.135679469,-0.984791696,-0.000007726
0.136954291,-0.070081830,-0.811425984,-0.090984233,0.223876819,0.242932707,1.030144811,-0.016233351,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.108869314,1.276899934,0.000000000,-0.135679469,-0.984791696,-0.000007726
0.142022779,-0.070081830,-0.811425984,-0.090984233,0.223876819,0.242932707,1.030144811,-0.016233351,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.108869314,1.276899934,0.000000000,-0.135679469,-0.984791696,-0.000007726
0.147082314,-0.070081830,-0.811425984,-0.090984233,0.223876819,0.242932707,1.030144811,-0.016233351,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.108869314,1.276899934,0.000000000,-0.135679469,-0.984791696,-0.000007726
0.152144740,-0.070081830,-0.811425984,-0.090984233,0.223876819,0.242932707,1.030144811,-0.016233351,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.108869314,1.276899934,0.000000000,-0.135679469,-0.984791696,-0.000007726
0.157204527,-0.070081830,-0.811425984,-0.090984233,0.223876819,0.242932707,1.030144811,-0.016233351,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.108869314,1.276899934,0.000000000,-0.135679469,-0.984791696,-0.000007726
